,Radiacion,Radiacion difusa,Ratio nubes,Factor solar,Área solar,Intensidad cielo,Intensidad nubes,ghi,Azimuth,Zenith
2020-05-18 09:31:00,419.2349090576172,36.80485534667969,0.04129098557057319,0.75,60516.5,0.3911857351624603,0.9369803506344317,447.39103439419694,86.89042722463967,62.458197728377435
2020-05-18 09:33:00,426.9677429199219,37.314605712890625,0.03799956332551465,0.75,55158.5,0.39079309568509424,0.9403218332309807,453.7819104716134,87.20425536675839,62.078063337135674
2020-05-18 09:35:00,433.91404724121094,37.97488021850586,0.03946153454146607,0.75,56253.0,0.38933868605639677,0.9382804852338485,460.1533641166594,87.51902961129213,61.69782716309267
2020-05-18 09:37:00,440.20359802246094,38.10749435424805,0.038851405844051105,0.75,55221.0,0.38952404006078356,0.9393306069834201,466.5048543008332,87.83478828258416,61.31750024624663
2020-05-18 09:39:00,447.01710510253906,38.0761604309082,0.04048800010098682,0.75,54622.5,0.3899050214984385,0.9365913788882573,472.83583785844627,88.15157005084495,60.93709410856087
2020-05-18 09:41:00,453.46038818359375,38.205421447753906,0.04044405213351018,0.75,53621.5,0.38998754056135326,0.936063869554151,479.14578216414725,88.46941458951983,60.55661999332557
2020-05-18 09:43:00,460.2171936035156,38.875755310058594,0.036045047601726686,0.75,48448.5,0.38951678864638095,0.9393224207877628,485.4341564593344,88.78836217200683,60.176089383395265
2020-05-18 09:45:00,458.2570495605469,39.08501434326172,0.039320106241873716,0.75,51210.0,0.3903401981663013,0.9365558088084097,491.7004339346045,89.1084538023033,59.79551387673675
2020-05-18 09:47:00,424.1490936279297,39.039690017700195,0.039924624560461884,0.75,49139.5,0.38788876118262244,0.9329533656592783,497.94409369024635,89.42973134414672,59.41490506732606
2020-05-18 09:49:00,479.30064392089844,39.55279541015625,0.03498678989552072,0.5,43177.5,0.38755123542803993,0.9353223103080861,504.16461230761064,89.75223711459961,59.034275060793206
2020-05-18 09:51:00,486.55213928222656,40.03680419921875,0.04349516315215394,0.75,48327.5,0.388660909621771,0.9266788641542396,510.3614763607845,90.07601455629322,58.65363571372745
2020-05-18 09:53:00,492.7583465576172,39.96575355529785,0.043977188199690216,0.75,47220.0,0.3889431861365277,0.9255429655015802,516.5341739065897,90.40110782914735,58.27299915462132
2020-05-18 09:55:00,499.54640197753906,40.158809661865234,0.04431077197410062,0.75,46476.0,0.38921646313142383,0.9239633829517186,522.6821966035332,90.72756194835307,57.89237765813973
2020-05-18 09:57:00,506.8654022216797,40.030649185180664,0.043861941667956275,0.75,45337.0,0.3892347959622625,0.9234777490065725,528.8050395961301,91.0554228081553,57.51178365602286
2020-05-18 09:59:00,476.6964111328125,39.91763496398926,0.0442184344892428,0.75,44592.5,0.3894670476062673,0.921920507620629,534.9022035305828,91.38473732160753,57.13122961534796
2020-05-18 10:01:00,488.1493835449219,40.0457649230957,0.03311970257511713,0.25,37018.5,0.38815286512007047,0.9295423315000654,540.9731863613464,91.71555300814668,56.75072855529814
2020-05-18 10:03:00,526.9642028808594,40.153764724731445,0.04275389184966242,0.75,42479.0,0.38939945321145336,0.9216969421847515,547.0174955399988,92.04791868353476,56.370293291803826
2020-05-18 10:06:00,470.6910095214844,40.29477500915527,0.04173724445308858,1.0,41726.5,0.3895370464865809,0.9220497218822308,556.0328725591645,92.54948243325498,55.79979253630762
2020-05-18 10:08:00,538.3128356933594,40.12522506713867,0.039618625148616596,0.75,40832.5,0.3896105248463099,0.9240886030442573,562.0083557213409,92.88594279278652,55.419579629710015
2020-05-18 10:10:00,549.1732788085938,40.31268501281738,0.04056163632308862,0.75,40135.0,0.38966084455447775,0.9214926233899703,567.9554623803558,93.22413178891605,55.03947921159048
2020-05-18 10:12:00,556.6327514648438,40.543785095214844,0.040724571074850405,0.75,38696.5,0.3897628384939494,0.920561713172812,573.87370882725,93.56410264247842,54.659505384088845
2020-05-18 10:14:00,563.3826599121094,41.23872375488281,0.041906958412599414,0.75,37974.0,0.38975798721099536,0.9182645439090485,579.7626205875084,93.9059100608718,54.27967209238509
2020-05-18 10:16:00,570.3587036132812,41.77700996398926,0.04031220823108028,0.75,36940.0,0.3899087652489613,0.9206654457892411,585.6217244381963,94.24960982219153,53.89999364298283
2020-05-18 10:18:00,567.4772644042969,42.35166931152344,0.0382029395579863,0.5,34303.5,0.38744323002993863,0.9182867421570269,591.4505503565962,94.59525892323359,53.52048458864252
2020-05-18 10:20:00,495.1383056640625,42.938079833984375,0.037341045110718486,0.5,33260.0,0.38779798354145467,0.9193472200604613,597.2486315553552,94.94291562041002,53.14115973576186
2020-05-18 10:22:00,588.5591735839844,43.14233589172363,0.039404261924275784,0.5,32565.5,0.3875658582664146,0.9152335738183589,603.0155063657603,95.2926395845501,52.762034030383425
2020-05-18 10:24:00,596.979736328125,42.43448448181152,0.039500807193253704,0.5,31638.5,0.3875676756123854,0.9145977880913185,608.7507105261673,95.64449147283199,52.38312307647876
2020-05-18 10:26:00,602.4764709472656,41.424489974975586,0.0378777713518161,0.85,30972.5,0.38785494036142715,0.9163337343311401,614.4537887966957,95.9985336751484,52.00444238356067
2020-05-18 10:28:00,609.6459045410156,40.85154151916504,0.03563011333432762,0.85,29652.5,0.38840644419804643,0.9191695897923362,620.1242871765844,96.35482988665001,51.62600788943586
2020-05-18 10:30:00,616.2985534667969,40.587989807128906,0.03514201037639564,0.5,29114.5,0.38850343191966846,0.9192873339428747,625.7617548863068,96.71344527169208,51.24783584243175
